Bank Name,Bank ID,Account Number,Entity ID,Entity Name
France Bank #133,25788,8041DFB60,8009FEFA0,Partnership #58880
France Bank #105,14652,806133B60,80098C900,Partnership #63952
Netherlands Bank #27,498,801BF5C60,800857FA0,Corporation #29344
Greece Bank #3774,319140,806F0F770,800C283F0,Partnership #35393
National Bank of the Valley,351692,812C94370,80152C610,Corporation #19763
China Bank #65,27425,803E235F0,800E425D0,Partnership #39698
Spain Bank #124,212418,80BC14470,800AE7380,Corporation #31255
Italy Bank #663,228073,80B92D1F0,800BCB970,Corporation #34723
Germany Bank #15,2514,801834C70,8008627C0,Sole Proprietorship #27912
Crytpo Bank #130,270392,81AD7B981,8015B10D0,Partnership #953
Greece Bank #939,231705,80DAB2900,800B206E0,Corporation #31650
Brazil Bank #26,48719,811E88200,801232430,Sole Proprietorship #48032
China Bank #88,26,808B7A890,800F0FE20,Corporation #54719
Flagstone Thrift,238219,80F46E010,80070E4C0,Sole Proprietorship #23187
Crytpo Bank #16,270308,81B4857A1,8006627A0,Partnership #69729
Saudi Arabia Bank #4,216,81737C9A0,8013B51E0,Sole Proprietorship #50456
Russia Bank #36,231975,80BDAB620,801907AF0,Sole Proprietorship #15291
India Bank #15,127105,80A5FE520,800EFB950,Corporation #43881
Desert Bancorp,22031,8070CA220,8014C53D0,Partnership #10164
India Bank #85,72,80AC781A0,800F1A010,Sole Proprietorship #19855
Germany Bank #106,3,8037FA420,800809120,Corporation #30850
Italy Bank #7459,36525,81700F330,800C2DC90,Corporation #62473
Germany Bank #50,1126,802D596C0,8008C82A0,Sole Proprietorship #29107
Germany Bank #40,5724,806148BC0,8009F4760,Sole Proprietorship #57235
National Bank of the West,215187,8083BEC40,80049B500,Corporation #12171
Bank of Phoenix,22547,8029BAC40,800225A40,Sole Proprietorship #68788
National Bank of Lincoln,22435,803EC7440,80020AE40,Partnership #6375
National Bank of Billings,531,806D6AC50,80153DC90,Corporation #3767
Australia Bank #38,241469,80FF03B50,8011495C0,Partnership #46329
Spain Bank #124,212418,807E144D0,800ADE5C0,Partnership #33949
Savings Bank of Harrisburg,24523,802084060,800C47190,Sole Proprietorship #21094
China Bank #815,312648,8049501E0,800E4A330,Sole Proprietorship #38414
Belgium Bank #375,215112,80CBB81E0,800B09300,Sole Proprietorship #33053
National Bank of Boston,376170,81BD91300,801556070,Sole Proprietorship #11712
Canada Bank #13,235676,80D3BE800,8010CE9D0,Sole Proprietorship #45239
National Bank of Miami,28625,805304E80,8003C39A0,Partnership #51998
Savings Bank of Arkadelphia,22086,8068C8500,8001CE7E0,Partnership #4183
Israel Bank #29,158053,815B31490,801359720,Partnership #9773
India Bank #305,129467,80E237B90,800FFB140,Partnership #43189
Portugal Bank #114,6058,803647310,800A13B40,Sole Proprietorship #29883
Canada Bank #96,336180,80DF73C20,80111DBD0,Partnership #51735
Heath Community Bank,124126,816F5C920,801343DE0,Corporation #8866
Arbor Bancorp,215107,809F387A0,801286A40,Sole Proprietorship #9772
Bank of Phoenix,22547,8063BAFA0,8012CC3D0,Partnership #11766
China Bank #72,110164,803C08C20,800DA1350,Partnership #67270
Greece Bank #171,112357,80B34D4A0,800AD8BE0,Sole Proprietorship #58550
Germany Bank #85,24070,80608A520,800972360,Sole Proprietorship #30059
First Bank of the West,11222,800B24D20,8001222C0,Partnership #63607
Israel Bank #1005,359427,81611A7B0,801321B30,Corporation #54858
Germany Bank #85,24070,80308A530,800949620,Sole Proprietorship #25229
Switzerland Bank #45,54266,814F65B30,8013036A0,Partnership #59260
Bank of Billings,226151,80A4E15B0,80060F8A0,Sole Proprietorship #52803
Hearthstone Community Bank,5033,802FE72B0,8002FB340,Partnership #7486
Australia Bank #475,344412,8101F0840,8011386F0,Corporation #47128
Canada Bank #28,17,80CFFAEC0,80110EF10,Sole Proprietorship #45063
Germany Bank #15,2514,8003B4F50,80085EE00,Partnership #26799
National Bank of Sacramento,120364,80DE4B050,80057DDC0,Partnership #50679
Australia Bank #13,110,80F1F9160,801127DE0,Corporation #47247
Japan Bank #46,23,8065FADE0,800E523F0,Sole Proprietorship #40692
The Pine Thrift,349,8003708E0,8000B7960,Partnership #60249
Canada Bank #897,338789,80E4214F0,8010E11D0,Partnership #45704
France Bank #137,27737,803118AF0,80095E980,Corporation #29690
Italy Bank #77,26262,80EDCED70,800BC1970,Sole Proprietorship #58528
Crytpo Bank #10,69289,819D0F201,8015B10D0,Partnership #953
Baltech Cooperative Bank,121335,809435D10,80150F350,Sole Proprietorship #17694
Spain Bank #934,240201,8106A8210,800C59710,Corporation #35493
First Bank of Indianapolis,17831,808857510,8005076A0,Partnership #12187
Crytpo Bank #32,171316,81B393CA1,8006D12E0,Partnership #50307
Savings Bank of Detroit,394,8009F63A0,8000CDFC0,Sole Proprietorship #60239
China Bank #5,15,8034FA130,800CF4DA0,Sole Proprietorship #37254
Arbor Bank,122779,811886B30,8005C2AC0,Partnership #19448
First Bank of Hartford,1422,8007561C0,801408A00,Corporation #1043
Switzerland Bank #7,112,815379EC0,801327FE0,Sole Proprietorship #24179
Russia Bank #36,231975,80BF2B540,801032C50,Partnership #43807
Savings Bank of Billings,22124,8075490C0,8001DC800,Sole Proprietorship #63037
India Bank #2,25,808AFAA50,800EF3B20,Corporation #43513
Japan Bank #15,215478,8067B7DD0,800E622A0,Corporation #42450
Italy Bank #932,24557,809D05060,800BB1580,Corporation #39342
Saudi Arabia Bank #8,263025,8181E1E60,801B982A0,Partnership #23592
China Bank #2,10461,80443C860,800DD3550,Corporation #40049
Plateau Savings Bank,21260,80F9620E0,80014A5A0,Corporation #19096
Australia Bank #0,212,8102FCCF0,80113D9A0,Partnership #64251
India Bank #26,5,808E7A470,800F0A240,Sole Proprietorship #41973
Japan Bank #61,217662,8081EB9F0,800ECB8C0,Sole Proprietorship #41436
France Bank #349,7249,80C598E70,800A56B80,Partnership #32473
National Bank of Billings,531,8009EAE80,800C81730,Partnership #9840
Savings Bank of Sacramento,21566,802ADB800,80016E580,Partnership #5123
Mexico Bank #82,346365,810DBD990,8011D2830,Sole Proprietorship #47602
China Bank #49,27,80AFFAA90,801001340,Corporation #45219
China Bank #37,5893,803942590,800D1C200,Partnership #37428
Portugal Bank #300,7530,802D11210,800A6C220,Sole Proprietorship #29413
Mexico Bank #40,146477,81121B1A0,8011C5FD0,Partnership #46976
National Bank of Albany,2175,806FB98A0,8001D5820,Corporation #10360
France Bank #3450,253627,81A18FAB0,800C56A30,Corporation #35068
Germany Bank #851,118939,80B67EAB0,800B54B20,Sole Proprietorship #32628
India Bank #80,24202,809C8E240,800FD9350,Partnership #41989
Flagstone Federal Bank,5572,802154540,8012C9D70,Partnership #87
India Bank #64,125222,8097B3440,800FA4890,Sole Proprietorship #615
Israel Bank #855,358287,815EC60D0,801321B30,Corporation #54858
Oasis Community Bank,313920,8065A8750,8008ECEC0,Sole Proprietorship #22886
Belgium Bank #21,425,8002773D0,801362400,Partnership #10027
Saudi Arabia Bank #13,264152,818744B50,801425B60,Partnership #17203
Israel Bank #9,115,8171F9ED0,8013B7D30,Sole Proprietorship #49965
Germany Bank #56,5383,8096524D0,8009C8020,Partnership #69960
Oasis Credit Union,1291,8001D22D0,8000AC480,Partnership #213
Canada Bank #20,136424,80D55D360,80110EF10,Sole Proprietorship #45063
Savings Bank of Providence,11770,803015A60,801557890,Corporation #5437
Italy Bank #18,0,8003FA760,80080F020,Corporation #28303
First Bank of the East,212518,804D8B460,80042F240,Partnership #57527
Flagstone Thrift,11265,80271A7E0,8001357A0,Partnership #57281
Crytpo Bank #1241,369257,819EE93F1,8000B8B60,Sole Proprietorship #55343
First Bank of Lacrosse,218057,80AB643F0,80155C530,Sole Proprietorship #6866
First Bank of the Valley,27155,80582AEF0,8013F1160,Sole Proprietorship #8126
Savings Bank of Madison,11,80CFFA2F0,801099D10,Sole Proprietorship #45088
Arbor Bancorp,215107,8149B8600,800E50770,Partnership #3048
China Bank #877,212655,804F8F000,800CF4A40,Corporation #39460
Germany Bank #1116,10876,8041A9980,800AC04C0,Partnership #29575
National Bank of Chicago,321588,8082BBD90,80151EB70,Partnership #1703
UK Bank #2,232857,80C896B10,801091800,Sole Proprietorship #45017
Israel Bank #100,258630,815968490,80136E080,Sole Proprietorship #6518
Belgium Bank #21,425,800577310,80084A7E0,Partnership #52529
Bank of Indianapolis,11046,801623490,800100460,Sole Proprietorship #3709
Crytpo Bank #10,69289,81AB8F321,8001A7780,Sole Proprietorship #51014
Germany Bank #50,1126,8016594A0,800A6D000,Corporation #28521
Plandor Community Bank,1394,800651EA0,8012867A0,Sole Proprietorship #445
National Bank of Boston,124682,813C422A0,8005ED580,Partnership #20922
Bank of Milford,2545,80D335F30,8014C6E10,Partnership #2927
Italy Bank #426,131179,80B879240,800BFE6D0,Sole Proprietorship #32691
Germany Bank #135,4308,806EFCDC0,800979760,Corporation #55509
Desert Savings Bank,21393,80FF66F40,800152300,Corporation #19381
France Bank #52,12503,804CFCC50,800A729C0,Partnership #19231
National Bank of Milford,23319,8047A2C60,800EECDB0,Corporation #22957
Australia Bank #13,110,80EFF90E0,801126460,Sole Proprietorship #46345
Savings Bank of Augusta,214342,8163D04E0,80046C380,Sole Proprietorship #23098
Bank of Madison,1639,803349460,8000EEB40,Partnership #5674
India Bank #63,24320,8090027F0,800F830F0,Corporation #9460
Spain Bank #9,12386,802E796F0,8009033C0,Corporation #30480
National Bank of Boston,124682,814CC2D00,8011D1DE0,Corporation #867
Saudi Arabia Bank #25,64657,817A9E080,80141F3C0,Sole Proprietorship #14295
Saudi Arabia Bank #4,216,8174FC400,8013CCAC0,Partnership #49397
Italy Bank #127,1720,80654F400,800886100,Partnership #59824
National Bank of Milford,8814,80A469F00,8003C00E0,Partnership #13511
China Bank #275,38226,801350110,800CE3920,Corporation #39461
France Bank #30,23848,801A93C10,8009451E0,Corporation #29953
Oasis Credit Union,119593,80A0E3C90,80054DCE0,Partnership #13316
Future Credit Union,338443,812F2ADA0,8013FA260,Partnership #5616
Spain Bank #3415,323999,81B6F67A0,800A31340,Corporation #36567
India Bank #109,127900,80E7E6620,800FEF630,Corporation #45204
Desert Cooperative Bank,29448,80FF62C20,80150F8F0,Sole Proprietorship #18917
National Bank of the East,118681,80EA064A0,80052C220,Partnership #68976
National Bank of Lincoln,22435,8011479A0,800208DA0,Corporation #2651
Desert Bancorp,22031,8014CAFA0,8001BECC0,Partnership #18948
National Bank of Seattle,224,8004FD820,800089C80,Sole Proprietorship #55359
National Bank of Indianapolis,3389,8019136B0,8012E5970,Sole Proprietorship #3966
Arbor Federal Bank,22481,800FC40B0,80129D940,Corporation #1829
UK Bank #5,33858,80C758930,8010793E0,Partnership #53125
National Bank of Seattle,224,80027D830,800088DE0,Corporation #3255
Netherlands Bank #204,47749,81B92EAC0,8009EAD60,Partnership #32235
Italy Bank #18,0,80A97A840,80087AF80,Partnership #27244
First Bank of Houston,110821,80E9FDAC0,800BF66B0,Corporation #6189
Canada Bank #43,136009,80D560CC0,8010C8660,Sole Proprietorship #45788
France Bank #576,117521,80CD220C0,800B308C0,Corporation #56579
Oasis Credit Union,1291,806152DD0,8000B36E0,Partnership #8946
Saudi Arabia Bank #1006,363603,8193181E0,8013C9CA0,Corporation #51259
Australia Bank #12,40904,80F204C60,8011A6480,Corporation #61985
Crytpo Bank #33,268792,819A35461,8001A7780,Sole Proprietorship #51014
Saudi Arabia Bank #31,263186,8174DA160,8013AEEE0,Sole Proprietorship #49939
Japan Bank #40,4,8038FAA70,800E62D80,Corporation #42464
National Bank of New York,220015,807E21FF0,800576F40,Corporation #11834
Netherlands Bank #27,498,800AF5180,8009FEA00,Partnership #29293
Brazil Bank #16,210,811E7C180,801218C80,Sole Proprietorship #2221
Bank of Milford,26894,819CB2F80,80062BBA0,Sole Proprietorship #71266
China Bank #866,112926,804AB2790,800D68F90,Corporation #41404
Savings Bank of Providence,11770,803A95590,800C5DB50,Sole Proprietorship #3037
National Bank of Detroit,246655,81B6E1710,80076F860,Partnership #26280
First Bank of Laramie,115966,80FFDD790,8004BE360,Partnership #18432
Savings Bank of Detroit,394,800E76D90,8000CEBC0,Sole Proprietorship #2507
Savings Bank of Watertown,1889,8014C1820,801487B30,Sole Proprietorship #3259
Saudi Arabia Bank #43,165440,817FC88A0,8014380A0,Partnership #9729
Brazil Bank #35,49750,8130683A0,801280F20,Partnership #47358
Saudi Arabia Bank #36,65528,8185854B0,80143BE40,Sole Proprietorship #25347
Greece Bank #8,600,8007E84B0,800875040,Sole Proprietorship #59470
Bank of Madison,1639,8080C9B30,8000F0BE0,Partnership #11545
First Bank of Danbury,21939,805757140,8012A54C0,Sole Proprietorship #11573
China Bank #112,111425,804660840,800DDC270,Sole Proprietorship #60837
Germany Bank #104,8811,809469D40,800AAB4C0,Sole Proprietorship #31787
Australia Bank #24,141465,80F73E450,8011386F0,Corporation #47128
Savings Bank of the Valley,21130,80BB6EDD0,8014FF6B0,Sole Proprietorship #186
National Bank of Philadelphia,11047,808423B50,80010C9C0,Corporation #12197
Israel Bank #26,157900,815F3CEF0,801B8D4F0,Partnership #23467
National Bank of Boston,215456,806BB78F0,8004A9FE0,Partnership #9796
Crytpo Bank #274,172943,81B4E6E81,8001A7780,Sole Proprietorship #51014
Mexico Bank #32,45907,811060080,801206FE0,Corporation #32710
Spain Bank #353,15109,806F22B90,800B014C0,Sole Proprietorship #30993
Canada Bank #1077,338740,80E623320,80111DBD0,Partnership #51735
Saudi Arabia Bank #4,216,8189FC530,8013D13E0,Partnership #53311
Saudi Arabia Bank #36,65528,818485540,801B982A0,Partnership #23592
Oasis Credit Union,1291,8145D2CC0,8000B6440,Corporation #22467
Israel Bank #9,115,8171F90D0,801B982A0,Partnership #23592
Sea Bank,11495,80221DAE0,800F9EBF0,Sole Proprietorship #3888
India Bank #39,23033,8091B55E0,800F38970,Sole Proprietorship #42188
China Bank #92,210796,804641F60,800DCCCD0,Corporation #4010
Bank of Milford,2545,802A351E0,800217AE0,Sole Proprietorship #5259
Australia Bank #13,110,80F279E70,8011A6480,Corporation #61985
Crytpo Bank #8,118,8196F9271,8015B10D0,Partnership #953
Germany Bank #141,12202,801F07C70,800810C40,Corporation #28636
India Bank #83,225606,80A170A70,800FB8690,Sole Proprietorship #42972
Croatia Bank #20,5981,809DC07F0,800A05380,Partnership #58968
Savings Bank of Miami,6809,80352E5F0,800376400,Sole Proprietorship #6024
First Bank of Fairfield,218072,8096E4580,800517820,Partnership #12827
National Bank of Milford,8814,804869E80,8003BE9A0,Sole Proprietorship #7264
Germany Bank #845,38920,80A83AD90,80092B7E0,Sole Proprietorship #30524
China Bank #76,19931,804F94410,800DD9170,Corporation #55779
Australia Bank #41,41348,80F376B90,80112C790,Partnership #45757
Finland Bank #306,18624,805B3C990,8008DF160,Sole Proprietorship #27601
Mexico Bank #17,113,815279110,80132C690,Corporation #6483
Desert Bancorp,22031,8020CAE20,80153E2F0,Sole Proprietorship #9599
Bank of Los Angeles,3920,800E801B0,8011FD2B0,Partnership #4526
Australia Bank #74,143476,8101793B0,8011386F0,Corporation #47128
First Bank of Houston,32245,80BF95330,801907AF0,Sole Proprietorship #15291
Saudi Arabia Bank #20,63779,817833830,8013F5440,Sole Proprietorship #16169
Russia Bank #21,16,80ACFA1B0,801013660,Sole Proprietorship #43874
Spruce Cooperative Bank,49308,81A2FE7C0,801566050,Partnership #14586
National Bank of Philadelphia,11047,803E23A50,8013CE200,Sole Proprietorship #3842
China Bank #10,9856,804A4E9D0,800D796F0,Sole Proprietorship #39695
First Bank of Hartford,15284,8133273E0,801524930,Partnership #1828
First Bank of Danbury,20,8194FA3E1,80050C700,Partnership #50309
Brazil Bank #50,248575,811FAD660,801238810,Corporation #4370
First Bank of Danbury,28168,80628ADE0,8003A3100,Partnership #69767
Slovakia Bank #4,14,80117AEF0,80096A660,Sole Proprietorship #14566
Slovakia Bank #4,14,810EFAEF0,8011CBF40,Corporation #48194
China Bank #243,111615,804665670,800DDE3F0,Corporation #22925
France Bank #2232,29433,80F8ED570,800BDF190,Sole Proprietorship #33723
First Bank of Los Angeles,138123,8136A6C70,80070A5C0,Partnership #20500
Bank of New Orleans,134113,814725A80,8006BB060,Partnership #21287
First Bank of Indianapolis,17831,807457980,800506FE0,Sole Proprietorship #10719
First Bank of Bridgeport,5687,8103CB180,800342940,Corporation #19575
Slovakia Bank #4,14,810BFAD10,8011CA440,Partnership #54810
Japan Bank #40,4,80007A810,800CFBCF0,Sole Proprietorship #37224
Bank of Billings,33121,8011F1AA0,8014139C0,Partnership #12608
First Bank of Danbury,20,80017A020,8012E6810,Partnership #1411
China Bank #78,26922,8035B3F20,800D365C0,Sole Proprietorship #54896
Portugal Bank #42,24029,8032144A0,8009658A0,Partnership #33032
National Bank of Philadelphia,11047,800CA39A0,8001085E0,Sole Proprietorship #2229
Netherlands Bank #484,230412,80BC5AC30,800BF73F0,Partnership #32353
France Bank #112,3671,805B081B0,800932B20,Partnership #29979
National Bank of Montpelier,125980,811F1A430,800602C40,Partnership #63014
National Bank of Fairfield,1807,80CD42DB0,80018F540,Sole Proprietorship #16264
Switzerland Bank #73,253402,814194740,8012BD7F0,Corporation #48862
Australia Bank #32,43129,8109396C0,8011ADA20,Sole Proprietorship #3642
Desert Bancorp,22031,801E4ADC0,8001BF620,Sole Proprietorship #4365
National Bank of Columbus,12,803DFAC50,800DC5590,Sole Proprietorship #37194
Brazil Bank #19,148894,811ED6550,80123D1B0,Sole Proprietorship #22405
Italy Bank #566,219760,807DA9250,800B6CD60,Sole Proprietorship #31342
First Bank of Detroit,124173,811052CD0,8005DFE60,Corporation #20143
Desert Savings Bank,21393,8009662D0,80014CC60,Corporation #1688
Israel Bank #23,157948,8154BD460,80134C040,Partnership #7264
Spain Bank #242,216269,80881CCE0,800B21280,Partnership #31081
Canada Bank #32,236335,80E023DF0,8010FB510,Partnership #54536
Brazil Bank #16,210,81287C380,801225EB0,Sole Proprietorship #56574
Spain Bank #12,21876,802151080,800C39510,Corporation #20943
Italy Bank #6,11314,800A1B380,8008B2060,Partnership #34891
Israel Bank #37,59033,815A4E610,801370DA0,Corporation #881
Australia Bank #229,44955,810906710,8011C3290,Corporation #14638
Brazil Bank #47,50453,8132D2020,801093480,Sole Proprietorship #48001
Germany Bank #50,1126,8012599B0,8008A9760,Sole Proprietorship #57176
National Bank of Omaha,229512,8151FEEB0,800661E40,Partnership #61374
Savings Bank of Madison,11,8045FAF40,800C3B030,Partnership #4628
Bank of Madison,226624,80CB50AC0,800620F00,Sole Proprietorship #54299
First Bank of Newbury,314895,80740AD50,801483150,Sole Proprietorship #17516
Canada Bank #35,235943,80DF37950,8010E65B0,Partnership #45327
China Bank #2211,39006,8039B85E0,800E32F30,Sole Proprietorship #60881
Spain Bank #110,217242,805AFE7E0,800858900,Partnership #27999
Mexico Bank #10,13,803D7AC60,800E5C490,Sole Proprietorship #40434
China Bank #5,15,8044FAD60,800CE8D80,Corporation #52208
France Bank #95,112876,8055BDCE0,800AE4600,Partnership #68649
National Bank of Philadelphia,1231,802F5CD60,8000A71E0,Corporation #51329
China Bank #28,15168,80A920AF0,800E27AB0,Corporation #41483
France Bank #301,231422,80ECC55F0,800A4CF40,Partnership #31868
Germany Bank #19,1768,80154DEF0,80095CB20,Partnership #11491
Germany Bank #19,1768,80DBCDEF0,800891A60,Corporation #29333
Belgium Bank #21,425,800277E70,800848CE0,Partnership #57661
Savings Bank of Providence,11770,8083157F0,800186EE0,Partnership #11771
Germany Bank #6529,315416,80CE7A700,800A09120,Corporation #31083
Japan Bank #39,29592,805C66700,800E7D5C0,Corporation #27450
Savings Bank of Arkadelphia,22086,8016C8800,8001CC3E0,Corporation #3475
Austria Bank #5805,369723,8198DB690,800AEF5E0,Corporation #34771
Saudi Arabia Bank #3,217,8196FC791,8003706C0,Partnership #53322
Switzerland Bank #13,52898,813D0FA10,8011C9B70,Corporation #48861
France Bank #26,17353,80B0E4F90,800A65A60,Sole Proprietorship #51900
Fieldstone Federal Bank,15331,805D25A90,800306060,Corporation #8624
Australia Bank #26,40989,80FEFA5A0,8011386F0,Corporation #47128
Savings Bank of Portsmouth,21438,80A667420,801307240,Partnership #18361
First Bank of the North,8106,805D07E20,800EC7380,Corporation #917
Spain Bank #161,243248,8123CB320,800C65970,Sole Proprietorship #34686
Mexico Bank #10,13,80627ADB0,800E5F2B0,Partnership #40154
Flagstone Trust Bank,6314,8096BFE30,8003654C0,Corporation #13258
The Pine Thrift,349,8014705B0,8000BB080,Corporation #3136
France Bank #81,3460,803216940,800A253C0,Sole Proprietorship #18957
First Bank of Augusta,236628,817118140,80106F490,Sole Proprietorship #16082
Flagstone Thrift,11265,804A9ABC0,8013E22A0,Sole Proprietorship #7337
Savings Bank of Detroit,394,8004F6E40,800B34480,Corporation #534
Saudi Arabia Bank #3,217,81AA7C7D1,8000B8B60,Sole Proprietorship #55343
Hilltop Federal Bank,33747,815C642D0,8012E96B0,Corporation #3258
China Bank #23,110198,803F89050,800DA5210,Corporation #40328
First Bank of Huron,2692,800FAE950,800231A80,Partnership #59306
Mountain Bancorp,12204,807307D50,8001C7EC0,Sole Proprietorship #67195
Crytpo Bank #15,70949,81A2539E1,8015B10D0,Partnership #953
Desert Bank,5621,80FC551E0,8003388E0,Corporation #19201
Germany Bank #106,3,8009FAAF0,800B9BCE0,Sole Proprietorship #27366
National Bank of Columbus,12,8016FAD70,80142F760,Corporation #6616
India Bank #41,23539,8090A52F0,800F54090,Sole Proprietorship #42117
Plateau Savings Bank,21260,800A62D70,800143DC0,Sole Proprietorship #52600
Savings Bank of the Valley,21130,808DEEE80,80059EBE0,Corporation #12864
Savings Bank of Madison,24438,811581090,80107C7C0,Sole Proprietorship #11814
Israel Bank #597,61972,816C6A190,8011C5BB0,Sole Proprietorship #49304
Switzerland Bank #625,357057,814FECB20,8012F4530,Corporation #48852
First Bank of Portland,1,8039FAB20,800069700,Corporation #6230
Israel Bank #23,157948,81623D5B0,8011C5BB0,Sole Proprietorship #49304
China Bank #143,35854,80351ACB0,800CFE5A0,Corporation #39677
Switzerland Bank #13,52898,813C8FAB0,8012D6F90,Partnership #48323
Spain Bank #12,21876,805F511C0,8008A8080,Corporation #28415
Germany Bank #315,6586,806C376C0,800AEEC80,Sole Proprietorship #32052
India Bank #19,123651,808C62A40,800F45330,Partnership #41417
Bank of Hartford,137383,80E5BF840,8006F65E0,Sole Proprietorship #17806
Savings Bank of Madison,11,8007FAE50,800CDB890,Corporation #39438
France Bank #2091,33881,80CBD8750,800C22330,Partnership #32582
Canada Bank #28,17,80D9FA360,8010A92A0,Corporation #1129
Hilltop Credit Union,18747,8051B3660,8003B5660,Sole Proprietorship #7659
Savings Bank of Cleveland,3500,80B517DE0,800299480,Partnership #20725
China Bank #40,27356,80382C5F0,800CFC560,Corporation #39692
Savings Bank of Portsmouth,21438,8118E74F0,800EBA140,Corporation #23888
Bank of Madison,1639,800649870,8013560A0,Sole Proprietorship #21201
Brazil Bank #17,214,8125FC0F0,80120DC00,Sole Proprietorship #21752
National Bank of Topeka,216796,80F98C5F0,8004EEDC0,Sole Proprietorship #18672
First Bank of the West,13210,8015666F0,80025DE40,Partnership #3443
National Bank of Milford,23319,807A22780,80146F800,Sole Proprietorship #207
Japan Bank #90,115648,805B64C00,800E95300,Corporation #4604
India Bank #99,124304,809256410,800F73870,Partnership #41771
India Bank #30,19413,808AA4690,800F21DF0,Sole Proprietorship #41804
Dawn Trust Bank,115114,809577910,8004856C0,Partnership #52090
Savings Bank of Madison,11,80E0FA9A0,8010A5A60,Individual #69
National Bank of Columbus,12,80007AA20,800E549A0,Sole Proprietorship #40787
Russia Bank #26,232125,80C02F2B0,80103DC30,Partnership #43879
First Bank of Houston,110821,8057FDEB0,8003FD0E0,Sole Proprietorship #8101
Italy Bank #3138,339474,81038A540,800BE24D0,Sole Proprietorship #27830
Japan Bank #52,29640,8059E4860,800EA9700,Partnership #39962
Greece Bank #8,600,808868060,8009EDE40,Sole Proprietorship #25493
First Bank of Albany,22661,803FBEEE0,80023AB60,Corporation #57944
Bank of Philadelphia,1217,80035CCE0,8000955E0,Partnership #66884
First Bank of Laramie,115128,81B8F7070,8012E9B30,Corporation #1442
National Bank of Columbus,12,80007AA70,800E4EE50,Corporation #42426
Spain Bank #142,123519,8188693F0,800BAB0A0,Partnership #67776
Canada Bank #5,135925,80D1ED600,8010B6F00,Sole Proprietorship #52428
Netherlands Bank #27,498,800575580,800854C40,Sole Proprietorship #53377
National Bank of Helena,13474,804D5FD80,80027FCC0,Corporation #7571
National Bank of Laramie,13125,801560E00,80024BBA0,Partnership #3436
National Bank of Philadelphia,11047,800723F00,800106C60,Partnership #52059
Crytpo Bank #59,70426,81BA62191,800773900,Partnership #50310
National Bank of Philadelphia,11047,801CA3F10,800F2DD10,Partnership #6806
First Bank of Watertown,3533,816394A20,801007730,Partnership #7842
Russia Bank #23,132556,80C754AA0,801041330,Sole Proprietorship #44471
Japan Bank #76,15740,8062112A0,800EA29A0,Corporation #42611
First Bank of Danbury,20,8022FA6A0,800838560,Sole Proprietorship #28742
Savings Bank of the Valley,21130,80856E9A0,80059EA60,Corporation #58061
Bank of Miami,217798,80A06CFA0,80050AF00,Sole Proprietorship #63864
Arbor Federal Bank,22481,800F44420,80021CD20,Sole Proprietorship #7699
Belgium Bank #37,12055,804602730,800C80C50,Corporation #35783
Spain Bank #628,8540,80C5702B0,80084CA60,Corporation #28948
Italy Bank #18,0,80327ACB0,8008151A0,Corporation #30705
Bank of Phoenix,139661,816876A30,800715B20,Corporation #50477
Savings Bank of Madison,11,8000FA930,80006E4F0,Sole Proprietorship #63
Australia Bank #0,212,80EFFC6C0,8011386F0,Corporation #47128
Japan Bank #42,18,8038FA5C0,800E694C0,Sole Proprietorship #40387
Netherlands Bank #5,14851,801EAAD50,800BC80F0,Sole Proprietorship #27454
India Bank #114,123800,8093E60D0,800F5CFB0,Partnership #41828
France Bank #267,220270,807E99BD0,800B7AA20,Sole Proprietorship #58462
Germany Bank #46,115212,80B0EAAD0,800AFED40,Partnership #31935
Desert Credit Union,240242,814BA95D0,800731060,Partnership #21632
Spruce Bank,118314,80DD0B9F0,800511F60,Partnership #9628
First Bank of Newbury,29915,8146DC080,8014B3530,Corporation #5578
India Bank #46,2,8072FAC00,800EF4600,Sole Proprietorship #52267
Baltech Bank,5855,80E8CC280,8003514C0,Sole Proprietorship #71511
Russia Bank #21,16,80CFFA510,80109FC50,Corporation #46204
Plandor Trust Bank,219425,80B033DA0,80117CB80,Sole Proprietorship #4877
Mexico Bank #54,146776,811310120,8011DF7F0,Corporation #48207
Germany Bank #121,1390,80DC51A20,8008C28E0,Sole Proprietorship #33308
First Bank of Laramie,115966,80715D220,8004BC8C0,Partnership #66912
Bank of Seattle,15680,802310D20,80032AA40,Partnership #4606
Crytpo Bank #30,171474,81AC94431,8001A7780,Sole Proprietorship #51014
Switzerland Bank #16,219,8134FC0B0,8012B7DA0,Sole Proprietorship #18365
Bank of Sacramento,32211,8186144C0,800EBD040,Sole Proprietorship #1821
Japan Bank #42,18,80BD7A440,80101DD40,Sole Proprietorship #63605
Spain Bank #36,6681,803DAA1C0,800A32FE0,Corporation #30899
First Bank of Danbury,20,8018FA740,8008371E0,Corporation #50575
First Bank of Phoenix,17256,807161940,8004F3AE0,Partnership #69364
First Bank of the Valley,13821,8024553C0,8002B84A0,Sole Proprietorship #4985
Canada Bank #182,336764,80D661350,8010A55B0,Partnership #44703
China Bank #92,210796,8092C1B50,800CDB830,Sole Proprietorship #37214
Japan Bank #42,18,805C7A450,800E6BCE0,Partnership #40126
First Bank of Huron,2692,80D22EF50,800237240,Sole Proprietorship #67959
Brazil Bank #15,49865,8126EC9E0,801208FE0,Corporation #48389
